"protocol_type","opcod","date","station","protocol","surface","nb_sp","nb_ind","year","length_sourced"
"partial",9276,2002-08-19,2877,"partial_over_bank",800,17,243,2002,200
"partial",9275,2003-08-18,2877,"partial_over_bank",800,13,131,2003,200
"partial",9274,2004-09-22,2877,"partial_over_bank",800,16,253,2004,200
"partial",9273,2005-08-31,2877,"partial_over_bank",800,15,117,2005,200
"partial",9272,2006-09-11,2877,"partial_over_bank",800,16,404,2006,200
"complete",36926,1999-07-22,2894,"complete",550,3,82,1999,100
"complete",36925,2000-08-07,2894,"complete",580,2,74,2000,100
"complete",36924,2001-05-28,2894,"complete",767,4,77,2001,118
"complete",36921,2002-07-23,2894,"complete",745.38,4,199,2002,123
"complete",36920,2003-07-23,2894,"complete",767,4,120,2003,118
"complete",36919,2004-07-22,2894,"complete",774.08,4,87,2004,118
"complete",36918,2007-08-30,2894,"complete",877.5,4,138,2007,135
"complete",36917,2009-05-25,2894,"complete",845,5,195,2009,130
"complete",36916,2011-06-14,2894,"complete",780,4,155,2011,130
"complete",36915,2013-06-19,2894,"complete",978.75,4,133,2013,135
"complete",36914,2015-05-28,2894,"complete",702,2,106,2015,108
"complete",36913,2017-05-24,2894,"complete",810,3,120,2017,135
"complete",36836,1995-07-17,3199,"complete",1116.9,6,352,1995,153
"complete",36831,1996-07-22,3199,"complete",1224,3,60,1996,153
"complete",36830,1997-06-18,3199,"complete",1116.9,11,801,1997,153
"complete",36829,1998-05-18,3199,"complete",1181.25,5,14,1998,135
"complete",36834,1999-06-01,3199,"complete",876.99,6,52,1999,123
"complete",36833,2000-05-16,3199,"complete",876.99,9,102,2000,123
"complete",36832,2001-06-14,3199,"complete",876.99,8,249,2001,123
"complete",36828,2002-05-14,3199,"complete",847.47,7,119,2002,123
"complete",36827,2003-05-15,3199,"complete",847.47,7,120,2003,123
"complete",36826,2004-05-11,3199,"complete",847.47,7,184,2004,123
"complete",36757,1999-06-22,3243,"complete",170.5,4,104,1999,55
"complete",36756,2000-08-07,3243,"complete",176,3,166,2000,55
"complete",36755,2001-06-14,3243,"complete",170.5,5,77,2001,55
"complete",36754,2002-07-24,3243,"complete",143,4,215,2002,55
"complete",36753,2003-07-24,3243,"complete",143,4,292,2003,55
"complete",36752,2004-07-21,3243,"complete",139.7,5,375,2004,55
"complete",36751,2005-08-03,3243,"complete",186.3,8,289,2005,81
"complete",36750,2006-07-17,3243,"complete",139.15,7,242,2006,55
"complete",36749,2007-05-31,3243,"complete",125,6,190,2007,50
"complete",36748,2008-08-06,3243,"complete",195,6,123,2008,65
"complete",36747,2009-05-27,3243,"complete",167.4,5,159,2009,62
"complete",36746,2010-06-10,3243,"complete",214.5,5,194,2010,65
"complete",36745,2011-06-07,3243,"complete",214.5,5,143,2011,65
"complete",36744,2012-06-05,3243,"complete",189.75,3,156,2012,75
"complete",36743,2013-06-19,3243,"complete",213.75,4,117,2013,75
"complete",36742,2014-05-21,3243,"complete",206.25,2,129,2014,75
"complete",36741,2015-05-26,3243,"complete",195,3,135,2015,65
"complete",36740,2016-06-07,3243,"complete",206.7,2,81,2016,65
"complete",36739,2017-05-22,3243,"complete",206.05,2,203,2017,65
"complete",38759,2018-06-25,3243,"complete",187.85,4,163,2018,65
"complete",9463,1995-08-21,3551,"complete",1620,13,129,1995,200
"complete",9460,1997-06-18,3551,"complete",1701,14,269,1997,210
"complete",9458,1998-06-11,3551,"complete",1701,15,194,1998,210
"complete",9456,1999-08-31,3551,"complete",1701,14,242,1999,210
"complete",9455,2000-08-29,3551,"complete",1701,12,242,2000,210
"complete",9454,2001-08-28,3551,"complete",1701,14,395,2001,210
"complete",9453,2002-08-20,3551,"complete",1701,16,791,2002,210
"complete",9452,2003-08-19,3551,"complete",1701,15,1687,2003,210
"complete",9451,2004-09-23,3551,"complete",1701,11,471,2004,210
"complete",9449,2006-09-13,3551,"complete",1806,16,946,2006,210
"complete",10094,1995-08-21,3587,"complete",740,3,233,1995,185
"complete",10093,1996-08-21,3587,"complete",740,3,194,1996,185
"complete",10092,1997-08-27,3587,"complete",740,4,235,1997,185
"complete",10091,1998-09-10,3587,"complete",740,4,325,1998,185
"complete",10090,1999-08-31,3587,"complete",740,4,310,1999,185
"complete",10089,2000-08-29,3587,"complete",740,5,527,2000,185
"complete",10087,2002-08-20,3587,"complete",925,5,697,2002,185
"complete",10086,2003-08-19,3587,"complete",925,5,612,2003,185
"complete",10085,2004-09-23,3587,"complete",925,4,598,2004,185
"complete",10084,2005-06-29,3587,"complete",897.25,5,786,2005,185
"complete",10083,2006-06-29,3587,"complete",1091.5,4,497,2006,185
"complete",10082,2007-07-05,3587,"complete",1050,4,162,2007,150
"complete",10081,2008-07-02,3587,"complete",1280,4,573,2008,200
"complete",10080,2009-07-02,3587,"complete",1182.15,5,512,2009,185
"complete",10079,2010-06-24,3587,"complete",1122.95,4,465,2010,185
"complete",10078,2011-06-21,3587,"complete",1110,4,371,2011,185
"complete",10077,2012-06-26,3587,"complete",1147,4,209,2012,185
"complete",10076,2013-06-27,3587,"complete",1110,5,147,2013,185
"complete",10075,2014-07-03,3587,"complete",1295,4,486,2014,185
"complete",11227,2015-07-02,3587,"complete",1053,4,424,2015,180
"complete",11270,2016-06-28,3587,"complete",936,4,282,2016,180
"complete",11336,2017-07-05,3587,"complete",900,4,623,2017,180
"complete",38530,2018-07-04,3587,"complete",1134,4,392,2018,180
"complete",66518,1995-06-07,3688,"complete",816,17,736,1995,102
"complete",66517,1996-06-04,3688,"complete",765,16,699,1996,102
"complete",66515,1997-05-20,3688,"complete",744.6,12,485,1997,102
"complete",66516,1998-05-26,3688,"complete",744.6,12,264,1998,102
"complete",66514,1999-05-18,3688,"complete",744.6,13,761,1999,102
"complete",66513,2000-05-16,3688,"complete",816,13,452,2000,102
"complete",66511,2001-05-22,3688,"complete",816,12,274,2001,102
"complete",66510,2002-05-21,3688,"complete",816,11,151,2002,102
"complete",66509,2003-05-20,3688,"complete",816,14,1013,2003,102
"complete",66508,2004-05-26,3688,"complete",979.2,11,271,2004,102
"complete",16957,2006-05-24,3688,"complete",972.06,17,813,2006,102
"complete",35926,1995-07-13,3789,"complete",501.6,11,732,1995,114
"complete",35924,1996-08-13,3789,"complete",570,11,1702,1996,114
"complete",35922,1997-10-15,3789,"complete",535,10,583,1997,107
"complete",35923,1998-10-22,3789,"complete",525,9,307,1998,105
"complete",35927,2000-09-05,3789,"complete",525,9,754,2000,105
"complete",35925,2001-09-25,3789,"complete",525,8,484,2001,105
"complete",35921,2002-06-26,3789,"complete",525,8,1656,2002,105
"complete",35920,2003-06-16,3789,"complete",525,9,1128,2003,105
"complete",35919,2004-06-15,3789,"complete",525,10,732,2004,105
"complete",35918,2005-06-21,3789,"complete",525,7,934,2005,105
"complete",35917,2006-06-20,3789,"complete",525,8,497,2006,105
"complete",36688,2001-08-01,3799,"complete",352.5,6,82,2001,75
"complete",36687,2002-08-01,3799,"complete",352.5,9,128,2002,75
"complete",36686,2003-06-16,3799,"complete",352.5,10,249,2003,75
"complete",36685,2004-06-15,3799,"complete",352.5,12,333,2004,75
"complete",36684,2005-06-21,3799,"complete",483.6,11,375,2005,120
"complete",36683,2006-06-20,3799,"complete",483.6,12,238,2006,120
"complete",36681,2009-07-31,3799,"complete",352.8,8,174,2009,90
"complete",36680,2010-06-23,3799,"complete",384.3,9,374,2010,90
"complete",36679,2011-06-30,3799,"complete",317.7,9,306,2011,90
"complete",36678,2012-06-18,3799,"complete",411.84,8,205,2012,96
"complete",36677,2013-08-20,3799,"complete",412.8,5,244,2013,96
"complete",36676,2014-06-23,3799,"complete",393.6,8,357,2014,96
"complete",36675,2015-06-09,3799,"complete",415,7,330,2015,100
"complete",36674,2016-06-29,3799,"complete",428,11,253,2016,100
"complete",36673,2017-07-03,3799,"complete",420,11,284,2017,100
"complete",38676,2018-07-12,3799,"complete",380,7,367,2018,100
"complete",67211,1995-06-06,3816,"complete",1395.2,15,403,1995,109
"complete",67210,1996-06-03,3816,"complete",1395.2,13,775,1996,109
"complete",67208,1997-05-21,3816,"complete",1395.2,12,579,1997,109
"complete",67209,1998-05-27,3816,"complete",1395.2,10,273,1998,109
"complete",67207,1999-05-19,3816,"complete",1260,11,466,1999,126
"complete",67206,2000-05-17,3816,"complete",1423.8,11,447,2000,126
"complete",67204,2001-05-21,3816,"complete",1575,12,273,2001,126
"complete",67203,2002-07-11,3816,"complete",1386,8,276,2002,126
"complete",67202,2003-05-23,3816,"complete",1386,10,789,2003,126
"complete",67201,2004-05-27,3816,"complete",1356.8,9,1158,2004,106
"complete",567,2000-10-17,3842,"complete",680,6,16,2000,136
"complete",579,2001-10-16,3842,"complete",500,8,292,2001,100
"complete",588,2002-09-29,3842,"complete",500,11,164,2002,100
"complete",596,2003-09-17,3842,"complete",500,7,115,2003,100
"complete",1421,2004-09-09,3842,"complete",780,10,290,2004,130
"complete",1604,2005-09-07,3842,"complete",630,8,521,2005,105
"complete",46416,2006-09-19,3842,"complete",960,11,798,2006,150
"complete",1847,2007-09-11,3842,"complete",819,11,484,2007,130
"complete",1932,2008-09-24,3842,"complete",849.3,11,477,2008,149
"complete",2077,2009-09-22,3842,"complete",819,10,985,2009,150
"complete",2135,2010-09-22,3842,"complete",868,10,1356,2010,140
"complete",46915,2012-09-18,3842,"complete",868,10,793,2012,140
"complete",2388,2013-10-08,3842,"complete",814.2,11,642,2013,138
"complete",5090,2014-10-10,3842,"complete",819,11,376,2014,130
"complete",2434,2015-08-19,3842,"complete",819,9,464,2015,130
"complete",5089,2016-09-06,3842,"complete",741,10,383,2016,130
"complete",4778,2017-08-22,3842,"complete",737.1,9,231,2017,130
"complete",39430,2018-10-04,3842,"complete",767,10,779,2018,130
"partial",1774,2007-06-21,3860,"partial_by_point",1250,10,239,2007,1400
"partial",1898,2008-07-03,3860,"partial_by_point",1250,9,182,2008,1400
"partial",2016,2009-06-24,3860,"partial_by_point",1250,11,83,2009,1400
"partial",2118,2010-07-07,3860,"partial_by_point",1250,9,199,2010,1400
"partial",2215,2011-06-15,3860,"partial_by_point",1250,11,230,2011,1400
"partial",2345,2012-06-05,3860,"partial_by_point",1250,13,102,2012,1400
"partial",4870,2014-08-28,3860,"partial_by_point",1250,10,82,2014,1400
"partial",5001,2015-08-19,3860,"partial_by_point",1250,16,308,2015,1400
"partial",5000,2016-08-11,3860,"partial_by_point",1250,14,111,2016,1400
"partial",4869,2017-08-23,3860,"partial_by_point",1250,5,51,2017,1400
"partial",39372,2018-09-27,3860,"partial_by_point",1250,10,58,2018,1400
"complete",879,1995-04-13,4171,"complete",650,10,232,1995,130
"complete",888,1996-04-11,4171,"complete",650,8,501,1996,130
"complete",963,2001-05-17,4171,"complete",650,10,457,2001,130
"complete",980,2002-05-23,4171,"complete",650,11,986,2002,130
"complete",983,2003-06-04,4171,"complete",650,10,484,2003,130
"complete",1495,2004-06-23,4171,"complete",650,9,197,2004,130
"complete",1588,2005-06-22,4171,"complete",650,13,581,2005,130
"complete",1719,2006-06-29,4171,"complete",583,11,377,2006,110
"complete",1862,2007-09-13,4171,"complete",545.7,14,751,2007,107
"complete",1935,2008-10-02,4171,"complete",535,11,661,2008,107
"complete",2072,2009-07-07,4171,"complete",625,13,246,2009,125
"complete",2160,2010-10-28,4171,"complete",572,11,706,2010,110
"complete",2264,2012-09-20,4171,"complete",624,13,1147,2012,120
"complete",4980,2015-08-13,4171,"complete",572,12,1991,2015,110
"complete",4979,2016-09-06,4171,"complete",627,11,966,2016,110
"complete",4868,2017-07-20,4171,"complete",583,14,1819,2017,110
"partial",1552,2005-06-09,4228,"partial_by_point",1250,11,269,2005,2200
"partial",1638,2006-06-08,4228,"partial_by_point",1250,12,291,2006,2200
"partial",1770,2007-06-19,4228,"partial_by_point",1250,14,359,2007,1700
"partial",1892,2008-06-24,4228,"partial_by_point",1250,12,159,2008,1700
"partial",2021,2009-06-23,4228,"partial_by_point",1250,6,238,2009,1700
"partial",2114,2010-06-29,4228,"partial_by_point",1250,9,615,2010,1700
"partial",2213,2011-06-23,4228,"partial_by_point",1250,12,358,2011,1700
"partial",2351,2012-06-07,4228,"partial_by_point",1250,11,145,2012,1700
"partial",5003,2015-08-12,4228,"partial_by_point",1250,13,385,2015,1700
"partial",5002,2016-08-08,4228,"partial_by_point",1250,7,88,2016,1700
"partial",39297,2018-09-12,4228,"partial_by_point",1250,7,24,2018,1750
"partial",1783,2007-07-05,4271,"partial_by_point",1250,12,435,2007,1400
"partial",1899,2008-07-02,4271,"partial_by_point",1250,11,98,2008,1400
"partial",2018,2009-06-30,4271,"partial_by_point",1250,7,100,2009,1400
"partial",2125,2010-06-23,4271,"partial_by_point",1250,12,258,2010,1400
"partial",2216,2011-06-07,4271,"partial_by_point",1250,11,248,2011,1400
"partial",2352,2012-06-06,4271,"partial_by_point",1250,11,174,2012,1400
"partial",4916,2014-08-26,4271,"partial_by_point",1250,9,126,2014,1400
"partial",5055,2015-08-12,4271,"partial_by_point",1250,13,277,2015,1400
"partial",5054,2016-08-10,4271,"partial_by_point",1250,12,99,2016,1400
"partial",4915,2017-10-10,4271,"partial_by_point",1250,10,104,2017,1400
"partial",39507,2018-09-26,4271,"partial_by_point",1250,9,128,2018,1400
"partial",8856,1995-06-26,4301,"partial_over_bank",1248,15,404,1995,156
"partial",8854,1996-06-19,4301,"partial_over_bank",1248,13,332,1996,156
"partial",8852,1997-06-04,4301,"partial_over_bank",1248,13,231,1997,156
"partial",8849,1998-09-23,4301,"partial_over_bank",1248,14,782,1998,156
"partial",8848,1999-09-16,4301,"partial_over_bank",1248,14,987,1999,156
"partial",8847,2000-09-28,4301,"partial_over_bank",1248,12,339,2000,156
"partial",8846,2001-09-19,4301,"partial_over_bank",1248,13,356,2001,156
"partial",8845,2002-08-28,4301,"partial_over_bank",1248,14,761,2002,156
"partial",8844,2003-08-25,4301,"partial_over_bank",1248,14,947,2003,156
"partial",8843,2004-08-31,4301,"partial_over_bank",1248,12,1125,2004,156
"partial",8842,2005-09-23,4301,"partial_over_bank",1248,15,1109,2005,156
"partial",8841,2006-09-08,4301,"partial_over_bank",1248,14,445,2006,156
"partial",10660,1995-09-07,4426,"partial_over_bank",1600,6,454,1995,200
"partial",10659,1996-08-29,4426,"partial_over_bank",1600,8,451,1996,200
"partial",10658,1997-09-11,4426,"partial_over_bank",1896,6,606,1997,237
"partial",10657,1998-09-24,4426,"partial_over_bank",1896,9,829,1998,237
"partial",10656,1999-09-18,4426,"partial_over_bank",1896,6,925,1999,237
"partial",10655,2000-09-25,4426,"partial_over_bank",1896,6,1114,2000,237
"partial",10654,2001-10-22,4426,"partial_over_bank",1896,5,1347,2001,237
"partial",10653,2002-08-30,4426,"partial_over_bank",1896,6,1660,2002,237
"partial",10652,2003-08-26,4426,"partial_over_bank",1896,6,1427,2003,237
"partial",10651,2004-09-01,4426,"partial_over_bank",1896,7,1336,2004,237
"partial",10650,2005-10-03,4426,"partial_over_bank",1896,7,1185,2005,237
"partial",10649,2006-09-06,4426,"partial_over_bank",1896,6,966,2006,237
"complete",11129,2005-09-23,4498,"complete",1075.2,10,1552,2005,192
"complete",11128,2006-09-08,4498,"complete",854.4,9,992,2006,192
"complete",11072,2007-06-28,4498,"complete",1160,8,1686,2007,145
"complete",11071,2009-06-24,4498,"complete",1120,8,635,2009,160
"complete",11070,2011-06-23,4498,"complete",1184,8,991,2011,160
"complete",11069,2013-07-11,4498,"complete",1088,6,853,2013,160
"complete",11068,2014-07-02,4498,"complete",1120,6,958,2014,160
"complete",11067,2015-07-01,4498,"complete",1120,5,818,2015,160
"complete",11279,2016-07-22,4498,"complete",1120,8,755,2016,160
"complete",11325,2017-06-26,4498,"complete",1040,8,1420,2017,160
"complete",38574,2018-08-16,4498,"complete",1168,8,2059,2018,160
"partial",9654,1995-09-07,4519,"partial_over_bank",1080,8,134,1995,150
"partial",9652,1996-08-29,4519,"partial_over_bank",1080,9,168,1996,150
"partial",9650,1997-09-11,4519,"partial_over_bank",1080,7,210,1997,150
"partial",9649,1998-06-17,4519,"partial_over_bank",1080,8,201,1998,150
"partial",9647,1999-09-15,4519,"partial_over_bank",1080,9,304,1999,150
"partial",9646,2001-09-18,4519,"partial_over_bank",920,5,84,2001,150
"partial",9645,2002-08-29,4519,"partial_over_bank",1080,11,236,2002,150
"partial",9644,2003-08-27,4519,"partial_over_bank",1080,9,418,2003,150
"partial",9643,2004-09-02,4519,"partial_over_bank",1080,7,105,2004,150
"partial",9642,2005-09-30,4519,"partial_over_bank",1080,8,561,2005,150
"partial",9641,2006-09-07,4519,"partial_over_bank",1080,7,115,2006,150
"partial",9438,1995-08-30,4678,"partial_over_bank",1280,13,1524,1995,160
"partial",9434,1997-09-18,4678,"partial_over_bank",1280,13,1827,1997,160
"partial",9433,1998-06-16,4678,"partial_over_bank",1280,15,1459,1998,160
"partial",9431,1999-09-25,4678,"partial_over_bank",1280,13,1123,1999,160
"partial",9430,2000-10-04,4678,"partial_over_bank",800,14,3114,2000,160
"partial",9429,2001-10-19,4678,"partial_over_bank",1280,13,3359,2001,160
"partial",53794,2002-09-13,4678,"partial_over_bank",1280,17,8222,2002,160
"partial",9427,2003-09-24,4678,"partial_over_bank",1280,15,6145,2003,160
"partial",9426,2004-08-25,4678,"partial_over_bank",1280,14,3324,2004,160
"partial",9425,2005-09-19,4678,"partial_over_bank",1280,15,6503,2005,160
"partial",9424,2006-08-22,4678,"partial_over_bank",1280,15,4596,2006,160
"partial",9342,1995-06-29,4723,"partial_over_bank",1000,14,240,1995,400
"partial",9340,1996-06-22,4723,"partial_over_bank",1000,11,222,1996,400
"partial",9337,1997-10-21,4723,"partial_over_bank",1150,17,338,1997,400
"partial",9335,1998-10-13,4723,"partial_over_bank",1100,18,107,1998,400
"partial",9332,2000-05-23,4723,"partial_over_bank",1160,16,429,2000,400
"partial",9330,2001-05-22,4723,"partial_over_bank",1160,16,485,2001,400
"partial",9328,2002-09-25,4723,"partial_over_bank",1160,18,868,2002,400
"partial",9327,2003-09-16,4723,"partial_over_bank",1060,21,562,2003,400
"partial",9326,2004-09-07,4723,"partial_over_bank",1160,19,1603,2004,400
"partial",9325,2005-09-26,4723,"partial_over_bank",1160,17,1652,2005,400
"partial",9324,2006-10-05,4723,"partial_over_bank",1160,18,521,2006,400
"complete",10972,1995-10-06,4730,"complete",852,5,252,1995,142
"complete",10971,1996-10-03,4730,"complete",852,4,118,1996,142
"complete",10970,1997-10-23,4730,"complete",852,5,333,1997,142
"complete",10969,1998-10-13,4730,"complete",852,4,404,1998,142
"complete",10968,1999-10-14,4730,"complete",852,4,214,1999,142
"complete",10967,2000-10-13,4730,"complete",852,4,260,2000,142
"complete",10966,2002-09-25,4730,"complete",852,7,278,2002,142
"complete",10965,2003-09-16,4730,"complete",568,7,351,2003,142
"complete",10964,2005-09-26,4730,"complete",829.28,5,4048,2005,142
"complete",10963,2006-10-05,4730,"complete",852,6,1890,2006,142
"complete",10962,2007-09-26,4730,"complete",1395,6,494,2007,155
"complete",10961,2009-08-29,4730,"complete",833.54,4,699,2009,142
"complete",10960,2011-10-04,4730,"complete",921.58,6,822,2011,142
"complete",10959,2013-10-01,4730,"complete",1069.26,5,377,2013,142
"complete",10958,2016-08-19,4730,"complete",1175.76,6,1535,2016,142
"complete",39313,2018-07-10,4730,"complete",1137.42,6,631,2018,142
"partial",10234,1999-05-18,4785,"partial_over_bank",1504,13,643,1999,800
"partial",10232,2000-05-23,4785,"partial_over_bank",1504,12,105,2000,1100
"partial",10229,2001-10-08,4785,"partial_over_bank",1500,16,1677,2001,900
"partial",10228,2002-09-19,4785,"partial_over_bank",1504,11,699,2002,650
"partial",10226,2004-09-06,4785,"partial_over_bank",1504,12,922,2004,900
"partial",10225,2005-10-07,4785,"partial_over_bank",1504,14,159,2005,900
"partial",10224,2006-10-02,4785,"partial_over_bank",1504,14,234,2006,900
"partial",10223,2007-09-27,4785,"partial_by_point",1250,8,78,2007,885
"partial",10222,2009-09-30,4785,"partial_by_point",1250,12,255,2009,885
"partial",10221,2011-10-05,4785,"partial_by_point",1250,13,266,2011,1100
"partial",10220,2013-10-02,4785,"partial_by_point",1250,16,563,2013,1100
"partial",10219,2015-08-27,4785,"partial_by_point",1250,14,476,2015,885
"partial",10218,2017-08-23,4785,"partial_by_point",1250,18,495,2017,885
"complete",1238,1995-04-20,4830,"complete",650,4,46,1995,130
"complete",1294,2000-06-06,4830,"complete",262.5,6,1467,2000,105
"complete",1298,2001-05-29,4830,"complete",525,7,1432,2001,150
"complete",1310,2002-04-25,4830,"complete",490,7,1081,2002,140
"complete",1316,2003-06-11,4830,"complete",402.5,9,1170,2003,115
"complete",1527,2005-06-28,4830,"complete",310,10,909,2005,100
"complete",1650,2006-06-22,4830,"complete",487.9,7,1011,2006,119
"complete",1874,2007-10-10,4830,"complete",401.7,10,497,2007,103
"complete",2086,2009-10-15,4830,"complete",492.8,7,672,2009,140
"complete",2163,2010-10-05,4830,"complete",550.5,6,809,2010,150
"complete",2322,2011-08-23,4830,"complete",561.6,7,797,2011,135
"complete",2235,2012-07-03,4830,"complete",553.5,7,936,2012,135
"complete",2375,2013-09-11,4830,"complete",517.5,7,775,2013,125
"complete",2415,2014-09-04,4830,"complete",534.66,7,1650,2014,133
"complete",4942,2015-07-31,4830,"complete",420,6,864,2015,120
"partial",1777,2007-06-26,4942,"partial_by_point",1250,11,65,2007,650
"partial",1911,2008-07-08,4942,"partial_by_point",1250,7,355,2008,650
"partial",1996,2009-06-16,4942,"partial_by_point",1250,7,82,2009,650
"partial",2117,2010-06-15,4942,"partial_by_point",1250,10,71,2010,650
"partial",2217,2011-06-21,4942,"partial_by_point",1250,9,149,2011,650
"partial",2344,2012-06-05,4942,"partial_by_point",1250,9,36,2012,650
"partial",4852,2014-08-27,4942,"partial_by_point",1250,13,228,2014,640
"partial",5122,2016-08-11,4942,"partial_by_point",1250,11,152,2016,650
"partial",4851,2017-08-24,4942,"partial_by_point",1250,9,50,2017,650
"partial",39384,2018-09-24,4942,"partial_by_point",1250,12,63,2018,650
"complete",9178,1995-06-29,5105,"complete",749.7,7,169,1995,147
"complete",9172,1999-10-13,5105,"complete",749.7,5,433,1999,147
"complete",9170,2001-10-18,5105,"complete",742.5,8,375,2001,135
"complete",9169,2002-09-24,5105,"complete",688.5,7,415,2002,135
"complete",9168,2003-09-17,5105,"complete",675,6,634,2003,135
"complete",9167,2004-09-08,5105,"complete",688.5,7,560,2004,135
"complete",9166,2005-09-27,5105,"complete",638.55,5,895,2005,135
"complete",9165,2006-10-03,5105,"complete",675,7,438,2006,135
"complete",9164,2008-10-07,5105,"complete",684.45,7,663,2008,135
"complete",9163,2010-10-07,5105,"complete",600.75,10,307,2010,135
"complete",9162,2012-10-01,5105,"complete",716.85,7,261,2012,135
"complete",9161,2014-10-28,5105,"complete",680.4,10,758,2014,135
"complete",9160,2016-08-19,5105,"complete",760.05,12,379,2016,135
"complete",39328,2018-08-20,5105,"complete",635.85,9,464,2018,135
"partial",1533,2005-06-08,5191,"partial_by_point",1250,7,73,2005,2000
"partial",1640,2006-06-06,5191,"partial_by_point",1250,9,241,2006,2000
"partial",1781,2007-07-04,5191,"partial_by_point",1250,9,220,2007,1800
"partial",1914,2008-07-16,5191,"partial_by_point",1250,7,97,2008,1800
"partial",2017,2009-06-25,5191,"partial_by_point",1250,11,119,2009,1800
"partial",2123,2010-06-16,5191,"partial_by_point",1250,11,738,2010,1800
"partial",2214,2011-06-16,5191,"partial_by_point",1250,9,126,2011,1800
"partial",2350,2012-06-06,5191,"partial_by_point",1250,11,107,2012,1800
"partial",4746,2014-08-26,5191,"partial_by_point",1250,11,89,2014,1800
"partial",4929,2015-08-07,5191,"partial_by_point",1250,12,201,2015,1800
"partial",4928,2016-08-10,5191,"partial_by_point",1250,13,234,2016,1800
"partial",4745,2017-10-10,5191,"partial_by_point",1250,13,164,2017,1780
"partial",39381,2018-09-25,5191,"partial_by_point",1250,12,169,2018,1800
"partial",1866,2007-10-03,5231,"partial_by_point",1250,12,161,2007,1700
"partial",1985,2008-09-16,5231,"partial_by_point",1250,9,118,2008,1700
"partial",2190,2010-06-24,5231,"partial_by_point",1250,9,342,2010,1700
"partial",2282,2011-09-20,5231,"partial_by_point",1250,8,116,2011,1700
"partial",2254,2012-10-04,5231,"partial_by_point",1250,9,115,2012,1700
"partial",2384,2013-09-17,5231,"partial_by_point",1250,5,76,2013,1700
"partial",4772,2014-08-25,5231,"partial_by_point",1250,11,104,2014,1600
"partial",5019,2015-08-03,5231,"partial_by_point",1250,9,94,2015,1500
"partial",5018,2016-10-10,5231,"partial_by_point",1250,8,89,2016,1500
"partial",4771,2017-10-11,5231,"partial_by_point",1250,8,134,2017,1600
"partial",39380,2018-09-25,5231,"partial_by_point",1250,9,99,2018,1500
"complete",1572,2005-06-29,5253,"complete",952,6,291,2005,140
"complete",1702,2006-07-11,5253,"complete",805,6,199,2006,140
"complete",1853,2007-09-19,5253,"complete",889,6,239,2007,127
"complete",2095,2009-10-16,5253,"complete",1130.4,6,164,2009,157
"complete",2280,2011-09-15,5253,"complete",858,5,312,2011,143
"complete",2390,2013-09-03,5253,"complete",1630,4,349,2013,163
"complete",5062,2014-09-25,5253,"complete",738.1,4,146,2014,121
"complete",2431,2015-08-27,5253,"complete",924,5,230,2015,140
"complete",2449,2016-09-07,5253,"complete",1120,8,230,2016,160
"complete",2464,2017-09-19,5253,"complete",1083,5,168,2017,150
"complete",39193,2018-08-07,5253,"complete",907.5,4,101,2018,165
"partial",1849,2007-09-14,5503,"partial_by_point",1250,11,157,2007,600
"partial",1978,2008-09-02,5503,"partial_by_point",1212.5,8,116,2008,600
"partial",2094,2009-09-01,5503,"partial_by_point",1250,10,218,2009,600
"partial",2185,2010-10-14,5503,"partial_by_point",1250,12,180,2010,600
"partial",2292,2011-10-11,5503,"partial_by_point",1250,13,80,2011,600
"partial",2242,2012-09-12,5503,"partial_by_point",1250,11,120,2012,600
"partial",2386,2013-09-25,5503,"partial_by_point",1250,11,81,2013,600
"partial",4986,2014-10-15,5503,"partial_by_point",1250,15,412,2014,600
"partial",4985,2015-07-30,5503,"partial_by_point",1250,13,231,2015,600
"partial",2466,2017-08-31,5503,"partial_by_point",1250,11,385,2017,600
"partial",38476,2018-08-21,5503,"partial_by_point",1250,11,212,2018,600
"partial",1869,2007-10-02,5530,"partial_by_point",1250,9,101,2007,1200
"partial",2028,2009-10-23,5530,"partial_by_point",1250,11,122,2009,1200
"partial",2183,2010-10-12,5530,"partial_by_point",1250,12,738,2010,1200
"partial",2296,2011-09-21,5530,"partial_by_point",1250,9,282,2011,1200
"partial",2353,2012-10-11,5530,"partial_by_point",1250,13,278,2012,1200
"partial",2379,2013-09-19,5530,"partial_by_point",1250,9,73,2013,1200
"partial",2414,2014-08-29,5530,"partial_by_point",1250,14,517,2014,1200
"partial",2455,2016-09-28,5530,"partial_by_point",1250,14,220,2016,1500
"partial",2467,2017-08-24,5530,"partial_by_point",1250,17,262,2017,1500
"partial",39287,2018-09-11,5530,"partial_by_point",1250,8,84,2018,1050
"complete",10931,1998-10-07,5731,"complete",598,6,392,1998,115
"complete",10929,2000-10-05,5731,"complete",598,5,700,2000,115
"complete",10928,2001-09-25,5731,"complete",598,4,473,2001,115
"complete",10927,2002-09-12,5731,"complete",676,5,357,2002,130
"complete",10926,2003-09-22,5731,"complete",585,4,374,2003,130
"complete",10925,2004-08-23,5731,"complete",676,4,340,2004,130
"complete",10924,2005-06-30,5731,"complete",637,6,657,2005,130
"complete",10923,2006-06-22,5731,"complete",663,4,478,2006,130
"complete",10922,2007-06-25,5731,"complete",650,4,663,2007,130
"complete",10921,2009-07-01,5731,"complete",507,4,663,2009,130
