"protocol_type","opcod","date","station","protocol","surface","nb_sp","nb_ind","year","length_sourced"
"partial",14597,1995-09-01,1405,"partial_over_bank",800,14,249,1995,100
"partial",14594,1996-08-30,1405,"partial_over_bank",800,17,438,1996,100
"partial",14596,1997-09-11,1405,"partial_over_bank",800,15,1189,1997,100
"partial",14587,1998-09-10,1405,"partial_over_bank",800,13,652,1998,100
"partial",14592,1999-09-21,1405,"partial_over_bank",400,17,479,1999,100
"partial",14593,2000-08-29,1405,"partial_over_bank",800,15,575,2000,100
"partial",14591,2001-08-29,1405,"partial_over_bank",800,12,903,2001,100
"partial",14590,2002-08-20,1405,"partial_over_bank",800,12,428,2002,100
"partial",14589,2003-08-18,1405,"partial_over_bank",800,14,786,2003,100
"partial",14586,2004-09-06,1405,"partial_over_bank",800,16,1313,2004,100
"partial",14585,2005-08-22,1405,"partial_over_bank",800,15,736,2005,100
"partial",14584,2006-09-13,1405,"partial_over_bank",800,15,869,2006,100
"partial",14121,1995-09-01,1453,"partial_over_bank",720,14,1094,1995,90
"partial",14119,1996-08-30,1453,"partial_over_bank",720,15,649,1996,90
"partial",14120,1997-09-10,1453,"partial_over_bank",720,13,1532,1997,90
"partial",14113,1998-09-10,1453,"partial_over_bank",720,13,1209,1998,90
"partial",14117,1999-09-22,1453,"partial_over_bank",720,15,1257,1999,90
"partial",14118,2000-08-29,1453,"partial_over_bank",720,12,915,2000,90
"partial",14116,2001-08-29,1453,"partial_over_bank",720,11,873,2001,90
"partial",14115,2002-08-20,1453,"partial_over_bank",720,11,906,2002,90
"partial",14114,2003-08-18,1453,"partial_over_bank",720,10,899,2003,90
"partial",14112,2004-09-06,1453,"partial_over_bank",720,14,1283,2004,90
"partial",13881,1995-06-22,1472,"partial_over_bank",900,14,179,1995,500
"partial",13876,1996-06-18,1472,"partial_over_bank",900,13,98,1996,500
"partial",13878,1997-09-09,1472,"partial_over_bank",1000,15,220,1997,500
"partial",13874,1999-05-18,1472,"partial_over_bank",900,14,149,1999,500
"partial",13872,2000-05-23,1472,"partial_over_bank",900,14,159,2000,500
"partial",13871,2001-05-22,1472,"partial_over_bank",900,12,73,2001,500
"partial",13870,2002-08-19,1472,"partial_over_bank",900,21,524,2002,500
"partial",13869,2003-08-22,1472,"partial_over_bank",900,21,942,2003,500
"partial",13866,2004-09-10,1472,"partial_over_bank",900,11,98,2004,500
"partial",13865,2005-10-26,1472,"partial_over_bank",900,12,75,2005,500
"complete",13282,1995-08-30,1506,"complete",362.5,4,202,1995,125
"complete",13280,1996-08-28,1506,"complete",362.5,4,490,1996,125
"complete",13281,1997-09-09,1506,"complete",362.5,4,282,1997,125
"complete",13274,1998-09-07,1506,"complete",362.5,3,142,1998,125
"complete",13278,1999-09-20,1506,"complete",362.5,5,243,1999,125
"complete",13279,2000-08-28,1506,"complete",362.5,6,264,2000,125
"complete",13277,2001-08-27,1506,"complete",362.5,5,422,2001,125
"complete",13276,2002-08-21,1506,"complete",362.5,7,239,2002,125
"complete",13275,2003-08-20,1506,"complete",312.5,9,727,2003,125
"complete",13273,2004-09-08,1506,"complete",362.5,6,248,2004,125
"complete",13272,2005-08-23,1506,"complete",362.5,6,335,2005,125
"complete",13271,2006-09-14,1506,"complete",362.5,6,434,2006,125
"complete",13270,2007-07-02,1506,"complete",362.5,9,376,2007,125
"complete",13269,2008-06-24,1506,"complete",362.5,10,623,2008,125
"complete",13268,2009-06-29,1506,"complete",312.5,6,441,2009,125
"complete",13267,2010-06-28,1506,"complete",325,7,327,2010,125
"complete",13265,2011-06-27,1506,"complete",312.5,5,132,2011,125
"complete",13266,2012-07-02,1506,"complete",312.5,5,438,2012,125
"complete",13264,2013-06-24,1506,"complete",362.5,5,867,2013,125
"complete",13263,2014-06-23,1506,"complete",362.5,7,214,2014,125
"complete",13262,2015-06-29,1506,"complete",362.5,7,189,2015,125
"complete",13261,2016-06-20,1506,"complete",362.5,5,237,2016,125
"complete",13260,2017-07-21,1506,"complete",362.5,5,180,2017,125
"complete",39373,2018-07-13,1506,"complete",297.5,6,259,2018,125
"partial",11477,1995-08-29,1535,"partial_over_bank",800,15,678,1995,100
"partial",11473,1996-06-13,1535,"partial_over_bank",800,12,363,1996,100
"partial",11474,1997-09-08,1535,"partial_over_bank",800,18,1103,1997,100
"partial",11464,1998-10-15,1535,"partial_over_bank",800,17,676,1998,100
"partial",11470,1999-09-24,1535,"partial_over_bank",800,13,911,1999,100
"partial",11471,2000-08-30,1535,"partial_over_bank",960,17,1079,2000,120
"partial",11469,2001-08-28,1535,"partial_over_bank",960,13,761,2001,120
"partial",11468,2002-08-21,1535,"partial_over_bank",960,14,779,2002,120
"partial",11467,2003-08-19,1535,"partial_over_bank",960,11,452,2003,120
"partial",11463,2004-09-07,1535,"partial_over_bank",960,13,435,2004,120
"partial",11462,2005-08-24,1535,"partial_over_bank",1040,17,1462,2005,130
"partial",11461,2006-09-14,1535,"partial_over_bank",1040,17,947,2006,130
"partial",9416,1995-08-28,1629,"partial_over_bank",960,15,363,1995,120
"partial",9415,1996-09-09,1629,"partial_over_bank",960,13,457,1996,120
"partial",9412,1997-09-15,1629,"partial_over_bank",960,14,356,1997,120
"partial",9411,1998-06-15,1629,"partial_over_bank",960,13,179,1998,120
"partial",9409,1999-10-20,1629,"partial_over_bank",960,16,208,1999,120
"partial",9408,2000-10-06,1629,"partial_over_bank",960,12,274,2000,120
"partial",9407,2001-09-28,1629,"partial_over_bank",960,14,505,2001,120
"partial",9406,2002-09-16,1629,"partial_over_bank",960,14,1067,2002,120
"partial",9405,2003-09-26,1629,"partial_over_bank",960,14,792,2003,120
"partial",9404,2004-08-27,1629,"partial_over_bank",960,11,1322,2004,120
"partial",9403,2005-09-22,1629,"partial_over_bank",960,11,368,2005,120
"partial",9402,2006-09-06,1629,"partial_over_bank",960,16,1119,2006,120
"partial",11801,2007-07-17,1748,"partial_by_point",1250,19,1069,2007,1310
"partial",11800,2008-08-21,1748,"partial_by_point",1250,16,420,2008,1310
"partial",11798,2009-09-21,1748,"partial_by_point",1250,18,218,2009,1310
"partial",11797,2010-09-23,1748,"partial_by_point",1250,23,492,2010,1500
"partial",11796,2011-09-05,1748,"partial_by_point",1250,19,404,2011,1310
"partial",11794,2012-08-23,1748,"partial_by_point",1250,17,596,2012,1350
"partial",11793,2013-09-10,1748,"partial_by_point",1250,13,479,2013,1310
"partial",11792,2014-09-10,1748,"partial_by_point",1250,17,674,2014,1310
"partial",11791,2015-09-09,1748,"partial_by_point",1250,18,679,2015,1310
"partial",11790,2016-09-20,1748,"partial_by_point",1250,17,731,2016,1310
"partial",11789,2017-09-28,1748,"partial_by_point",1250,15,556,2017,1310
"partial",39528,2018-09-06,1748,"partial_by_point",1250,18,1134,2018,1310
"complete",11668,1997-09-01,1755,"complete",448,2,212,1997,140
"complete",11661,1998-09-01,1755,"complete",448,2,158,1998,140
"complete",11666,1999-09-07,1755,"complete",480,2,414,1999,150
"complete",11665,2000-09-05,1755,"complete",480,2,300,2000,150
"complete",11664,2001-09-04,1755,"complete",490,2,383,2001,140
"complete",11663,2002-08-27,1755,"complete",455,2,474,2002,140
"complete",11662,2003-08-28,1755,"complete",487.5,2,436,2003,150
"complete",11660,2004-09-14,1755,"complete",465,2,513,2004,150
"complete",11659,2005-06-23,1755,"complete",465,2,748,2005,150
"complete",11658,2006-07-03,1755,"complete",465,1,497,2006,150
"complete",11657,2007-07-03,1755,"complete",465,2,714,2007,150
"complete",11656,2008-06-30,1755,"complete",467.2,2,452,2008,146
"complete",11655,2009-06-25,1755,"complete",465,2,486,2009,150
"complete",11653,2010-06-21,1755,"complete",675,3,336,2010,150
"complete",11652,2011-06-20,1755,"complete",460.5,2,365,2011,150
"complete",11654,2012-06-27,1755,"complete",526.5,2,693,2012,150
"complete",11651,2013-07-01,1755,"complete",510,2,443,2013,150
"complete",11650,2014-07-07,1755,"complete",486,2,895,2014,150
"complete",11649,2015-07-02,1755,"complete",493.5,2,969,2015,150
"complete",11648,2016-06-27,1755,"complete",544.5,2,550,2016,150
"complete",11647,2017-06-28,1755,"complete",540,2,687,2017,150
"complete",39538,2018-07-11,1755,"complete",544.5,2,528,2018,150
"complete",13163,2001-09-06,1823,"complete",825,18,611,2001,150
"complete",13162,2002-08-29,1823,"complete",825,21,776,2002,150
"complete",13161,2003-08-28,1823,"complete",750,22,1176,2003,150
"complete",13158,2004-09-16,1823,"complete",825,22,224,2004,150
"complete",13157,2005-09-14,1823,"complete",915,18,226,2005,150
"complete",13156,2006-08-23,1823,"complete",915,20,311,2006,150
"complete",13155,2007-09-05,1823,"complete",900,22,998,2007,150
"complete",13154,2008-08-20,1823,"complete",1005,22,801,2008,150
"complete",13153,2009-09-23,1823,"complete",825,22,826,2009,150
"complete",13152,2010-09-21,1823,"complete",900,22,533,2010,150
"complete",13150,2011-09-07,1823,"complete",795,17,725,2011,150
"complete",13151,2012-08-21,1823,"complete",810,21,654,2012,150
"complete",13149,2013-09-09,1823,"complete",868.5,16,396,2013,150
"complete",13148,2014-09-08,1823,"complete",879,21,796,2014,150
"complete",13147,2015-09-08,1823,"complete",759,18,872,2015,150
"complete",13146,2016-09-19,1823,"complete",877.5,19,411,2016,150
"complete",13145,2017-09-26,1823,"complete",835.5,21,641,2017,150
"complete",39541,2018-09-05,1823,"complete",835.5,22,1180,2018,150
"partial",12171,1995-05-29,1992,"partial_over_bank",1200,8,13,1995,500
"partial",12166,1996-09-03,1992,"partial_over_bank",1680,12,320,1996,400
"partial",12168,1997-09-02,1992,"partial_over_bank",1680,11,113,1997,440
"partial",12160,1998-06-03,1992,"partial_over_bank",1680,9,86,1998,440
"partial",12165,1999-09-08,1992,"partial_over_bank",1680,13,181,1999,440
"partial",12164,2000-09-06,1992,"partial_over_bank",1680,11,118,2000,440
"partial",12163,2001-09-05,1992,"partial_over_bank",1680,14,253,2001,440
"partial",12162,2002-08-28,1992,"partial_over_bank",1680,14,548,2002,440
"partial",12161,2003-08-27,1992,"partial_over_bank",1680,12,258,2003,440
"partial",12158,2004-09-15,1992,"partial_over_bank",1680,17,314,2004,440
"partial",12157,2005-09-13,1992,"partial_over_bank",1760,16,481,2005,440
"partial",12156,2006-08-22,1992,"partial_over_bank",1680,14,391,2006,440
"partial",12155,2007-09-04,1992,"partial_by_point",937.5,15,94,2007,370
"partial",12154,2009-09-22,1992,"partial_by_point",937.5,11,45,2009,370
"partial",12153,2011-09-05,1992,"partial_by_point",937.5,12,128,2011,370
"partial",11149,2013-09-02,1992,"partial_by_point",937.5,17,439,2013,390
"partial",11251,2015-09-10,1992,"partial_by_point",937.5,19,457,2015,390
"partial",11371,2017-09-19,1992,"partial_by_point",937.5,16,1220,2017,390
"complete",10364,1995-09-04,2010,"complete",990,1,1,1995,150
"complete",10361,1998-09-21,2010,"complete",990,10,469,1998,150
"complete",10360,1999-09-13,2010,"complete",990,12,1704,1999,150
"complete",10358,2000-09-27,2010,"complete",990,11,1237,2000,150
"complete",10357,2001-09-17,2010,"complete",1050,13,1815,2001,150
"complete",10356,2002-08-26,2010,"complete",990,13,1483,2002,150
"complete",10355,2003-10-14,2010,"complete",990,14,931,2003,150
"complete",10354,2004-08-30,2010,"complete",990,14,1386,2004,150
"complete",10353,2005-09-26,2010,"complete",1005,14,750,2005,150
"complete",10352,2006-09-04,2010,"complete",1110,12,1725,2006,150
"complete",10351,2007-10-02,2010,"complete",1162.5,13,2465,2007,150
"complete",10350,2008-08-27,2010,"complete",1120,15,2295,2008,160
"complete",10349,2009-09-10,2010,"complete",1136,14,5255,2009,160
"complete",10348,2010-09-01,2010,"complete",1120,16,2058,2010,160
"complete",10347,2011-09-21,2010,"complete",1155,17,1484,2011,150
"complete",10346,2013-09-10,2010,"complete",1200,14,1221,2013,160
"complete",10345,2014-09-16,2010,"complete",1216,15,716,2014,160
"complete",10344,2015-09-30,2010,"complete",1216,17,998,2015,160
"complete",10343,2016-09-01,2010,"complete",1216,15,889,2016,160
"complete",14507,2017-09-13,2010,"complete",1200,16,3087,2017,160
"complete",39221,2018-09-04,2010,"complete",1104,14,1126,2018,160
"complete",14870,1995-10-10,2060,"complete",996,13,358,1995,120
"complete",14868,1996-10-15,2060,"complete",996,14,546,1996,120
"complete",14869,1997-10-07,2060,"complete",1012.6,14,377,1997,122
"complete",14862,1998-10-01,2060,"complete",1012.6,15,849,1998,122
"complete",14867,1999-10-19,2060,"complete",1012.6,14,1603,1999,122
"complete",14866,2000-09-27,2060,"complete",1012.6,15,659,2000,122
"complete",14865,2001-09-25,2060,"complete",1012.6,14,867,2001,122
"complete",14864,2002-09-26,2060,"complete",1012.6,17,1805,2002,122
"complete",14863,2003-09-25,2060,"complete",1012.6,17,1518,2003,122
"complete",14861,2004-09-23,2060,"complete",1012.6,15,599,2004,122
"complete",14860,2005-09-19,2060,"complete",1020,17,1910,2005,120
"complete",14859,2006-10-02,2060,"complete",1020,19,1838,2006,120
"complete",9021,2006-06-23,2090,"complete",648,6,457,2006,120
"complete",9020,2007-06-25,2090,"complete",646.6,3,389,2007,122
"complete",9019,2009-07-01,2090,"complete",564,5,316,2009,120
"complete",9018,2011-06-27,2090,"complete",492,5,410,2011,120
"complete",9017,2013-07-25,2090,"complete",636,4,335,2013,120
"complete",9016,2014-07-11,2090,"complete",537.6,4,290,2014,120
"complete",9015,2015-06-23,2090,"complete",652.8,4,191,2015,120
"complete",9014,2016-07-21,2090,"complete",636,7,267,2016,120
"complete",9013,2017-07-19,2090,"complete",504,4,522,2017,120
"complete",39211,2018-06-21,2090,"complete",648,5,182,2018,120
"partial",11101,1996-04-24,2176,"partial_over_bank",1160,18,447,1996,500
"partial",11097,1997-09-16,2176,"partial_over_bank",1160,17,315,1997,500
"partial",11096,1998-06-17,2176,"partial_over_bank",1160,20,653,1998,500
"partial",11092,2000-06-15,2176,"partial_over_bank",1160,21,987,2000,500
"partial",11090,2001-06-12,2176,"partial_over_bank",1160,22,564,2001,500
"partial",11088,2002-09-17,2176,"partial_over_bank",1162,22,2891,2002,500
"partial",11087,2003-09-25,2176,"partial_over_bank",1162,23,3475,2003,500
"partial",11086,2004-08-26,2176,"partial_over_bank",1162,20,863,2004,500
"partial",11085,2005-09-20,2176,"partial_over_bank",1162,20,1194,2005,500
"partial",11084,2006-08-29,2176,"partial_over_bank",1162,18,2986,2006,500
"partial",9554,1995-09-21,2196,"partial_over_bank",1300,17,322,1995,600
"partial",9552,1996-07-05,2196,"partial_over_bank",1300,14,300,1996,600
"partial",9549,1997-09-02,2196,"partial_over_bank",1500,16,262,1997,600
"partial",9547,1998-08-27,2196,"partial_over_bank",1360,14,416,1998,600
"partial",9545,1999-09-08,2196,"partial_over_bank",820,17,415,1999,600
"partial",9543,2000-09-22,2196,"partial_over_bank",1300,19,1044,2000,600
"partial",9541,2001-09-07,2196,"partial_over_bank",1752,16,1094,2001,600
"partial",9540,2002-09-06,2196,"partial_over_bank",1572,18,943,2002,600
"partial",9539,2003-09-05,2196,"partial_over_bank",1572,17,632,2003,600
"partial",9538,2004-09-17,2196,"partial_over_bank",1580,17,419,2004,600
"partial",9537,2005-08-23,2196,"partial_over_bank",1572,17,499,2005,600
"partial",9536,2006-09-27,2196,"partial_over_bank",1572,19,535,2006,600
"partial",9535,2007-09-03,2196,"partial_by_point",937.5,17,404,2007,600
"partial",9534,2009-08-31,2196,"partial_by_point",937.5,20,741,2009,600
"partial",9533,2011-08-17,2196,"partial_by_point",937.5,15,187,2011,600
"partial",11147,2013-08-28,2196,"partial_by_point",937.5,19,468,2013,600
"partial",11256,2015-09-22,2196,"partial_by_point",937.5,19,769,2015,600
"partial",11351,2017-08-22,2196,"partial_by_point",937.5,19,740,2017,600
"complete",12331,1995-08-28,2208,"complete",405,2,117,1995,90
"complete",12329,1996-08-26,2208,"complete",405,2,75,1996,90
"complete",12330,1997-09-08,2208,"complete",405,2,39,1997,90
"complete",12323,1998-09-07,2208,"complete",405,2,91,1998,90
"complete",12328,1999-09-20,2208,"complete",454.5,3,123,1999,101
"complete",12327,2000-08-28,2208,"complete",450,4,110,2000,100
"complete",12326,2001-08-27,2208,"complete",450,2,115,2001,100
"complete",12325,2002-08-21,2208,"complete",405,2,94,2002,90
"complete",12324,2003-08-19,2208,"complete",405,4,87,2003,90
"complete",12322,2004-09-07,2208,"complete",405,2,49,2004,90
"complete",12321,2005-06-23,2208,"complete",450,3,46,2005,90
"complete",12320,2006-07-03,2208,"complete",360,2,99,2006,90
"complete",8340,2001-09-18,2259,"complete",1060,3,61,2001,212
"complete",9602,2005-08-29,2259,"complete",1430.8,5,356,2005,196
"complete",9601,2006-09-25,2259,"complete",1430.8,4,286,2006,196
"complete",9600,2007-07-03,2259,"complete",1430.8,4,167,2007,196
"complete",9599,2009-06-29,2259,"complete",1372,3,265,2009,196
"complete",9598,2011-06-29,2259,"complete",1372,3,234,2011,196
"complete",9597,2013-07-17,2259,"complete",1411.2,4,237,2013,196
"complete",9596,2015-07-08,2259,"complete",1414.6,4,180,2015,220
"complete",9595,2016-06-28,2259,"complete",1414.6,3,182,2016,220
"complete",9594,2017-07-12,2259,"complete",1234.8,3,215,2017,196
"complete",39191,2018-07-03,2259,"complete",1176,2,97,2018,196
"partial",9991,1995-07-07,2275,"partial_over_bank",1840,12,55,1995,600
"partial",9986,1996-10-11,2275,"partial_over_bank",1840,12,130,1996,600
"partial",9981,1999-06-16,2275,"partial_over_bank",1840,13,109,1999,500
"partial",9978,2000-09-19,2275,"partial_over_bank",1620,14,155,2000,460
"partial",9976,2001-09-04,2275,"partial_over_bank",1840,14,271,2001,470
"partial",9975,2002-09-10,2275,"partial_over_bank",1840,17,669,2002,500
"partial",9974,2003-09-05,2275,"partial_over_bank",1840,19,430,2003,500
"partial",9973,2004-09-20,2275,"partial_over_bank",1840,17,468,2004,500
"partial",9972,2005-08-22,2275,"partial_over_bank",1840,16,321,2005,500
"partial",9971,2006-09-28,2275,"partial_over_bank",1840,17,436,2006,500
"partial",9970,2007-08-28,2275,"partial_by_point",937.5,19,277,2007,500
"partial",9969,2009-09-07,2275,"partial_by_point",937.5,15,973,2009,500
"partial",11150,2013-08-29,2275,"partial_by_point",937.5,15,571,2013,550
"partial",11255,2015-09-21,2275,"partial_by_point",937.5,14,942,2015,550
"partial",11354,2017-08-23,2275,"partial_by_point",937.5,17,1520,2017,550
"complete",10041,1996-09-17,2288,"complete",975,11,536,1996,195
"complete",10040,1997-09-02,2288,"complete",975,8,449,1997,195
"complete",10039,1998-08-27,2288,"complete",975,7,380,1998,195
"complete",10038,1999-09-08,2288,"complete",975,7,425,1999,195
